Product name,reviews,source
Crompton Optimus 100 Litres Desert Air Cooler for home,"Plastic Material Discrepancy:
Notably, the ice chamber and cover are constructed from noticeably different plastics, both in texture and color. The chamber boasts a sturdier feel, while the cover feels flimsy and is of a distinctly different hue. This inconsistency in material quality is concerning, particularly for a product of this nature.

Cover Fitment Issues:
The cover's inability to close properly is a recurring annoyance, requiring undue force to secure it in place. Furthermore, its bent appearance near the corners suggests a lack of precision in the manufacturing process, leading to frustration during use.

Mosquito Net Blockage: Examination reveals that portions of the mosquito netting are completely sealed off, raising doubts about the effectiveness of ventilation. Such blockages could impede airflow to the honeycomb pad, potentially compromising the unit's cooling capabilities and placing undue strain on the fan mechanism.

Body Gaps:
Upon closer inspection, it becomes evident that there are multiple areas where the various components of the body fail to align seamlessly. These visible gaps suggest a lack of attention to detail during assembly, detracting from the product's overall aesthetic and functionality.

Read more",Amazon
Crompton Optimus 100 Litres Desert Air Cooler for home,"If you’re looking for an honest review, here it is:
The cooling performance is really good—almost feels like an AC. However, the build quality feels poor, which is a bit disappointing. Overall, it works well and delivers effective cooling.
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"Making hot after 15 - 30 min use. All ready hanged 3 times in a week.

GoPro Team, I know its water proof but this is not correct for cool u need to drop every time in a full bucket of water. I Expences my hard earned money on it.",Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,"The heating problem is too much, Video recording is getting error",Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,"Low light performance, no wireless mic connection, no live shoot connection, battery life time very less...

DON'T BUY GOPRO SERIES,
You will got to DJI ACTION 5 PRO",Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,"Battery discharge very fast but can't do anything everyone knows it's but every need it

Btw everything others about this go pro is best!!

Excellent video quality!",Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,Super,Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,It's Good except for the battery,Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,"The battery backup is good,I used time-lapse for 3 hours with no heating issue.
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,Don't buy. Very Over 🔥🔥🔥🔥🔥heating.,Flipkart
GoPro Hero13 Special Bundle Sports and Action Camera,"Normal quality is good but if you want to enjoy 4K and 5K videos above normal quality then you will have to invest in a laptop or phone that can edit 4K and 5K videos. Otherwise, it is of no use.
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"Great 😊
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"Got the bundle at amazing price and being using gopro for 2weeks now. Easy to use , super quality images and videos . Best for outdoors
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"Loved everything about this product. I did rent before GoPro from SharePal and then I bought it from this seller, Amazing working condition with no-buggy point to highlight. Please go ahead and buy without thinking much!
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"When I first powered the device on, it needed an update before I could use it. Once updated the camera was ready to go. The picture and video quality from this little camera is very impressive. Camera offers a lot of options that you can customize from resolution to frame rates as well as other options for compression ratio which is phenomenal for camera this size. Battery life is very less and at 4K60, you can record for around 70-75 minutes and at 5.3k/60fps you will be able to record 40-45 minutes max. On test videos taken using my scooter, I was impressed by HyperSmooth stabilization that provided smooth footage.

Pros :
1. Recording in log format is awesome for people who are into color grading.
2. Picture quality during day time is awesome.
3. The best stabilization in its segment.

Cons :
1. When shooting in 5.3k/60fps the battery dies within 40-50 minutes.
2. Video quality during night time is not up to the mark.
3. Another peeve is that you need to keep the battery cover open to charge, which exposes both the battery and memory card to the elements. I don’t know why they can’t have a separate cover for USB port or a weather-sealed one but having to open the cover every time I needed to charge got old. They should include the USB cover or better yet, the magneto cover that I ended up buying as the standard cover on these things.
4. Gets smoking hot when using the camera in environments without airflow. When I'm using it for POV shots while driving motorcycle it does not get hot and keeps recording for longer durations(Recorded 1 hour video when driving motorcycle). But, when I use it for making indoor videos or maybe making video of a car, it gets so hot that it shuts down automatically within 10-15 minutes. So those who are buying it for motovlogging are ok, but people who may use it for normal vlogging may face this overheating issue.

Read more",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"Powerful upgrade from HERO10 to HERO13.. best part is the battery backup, no more back to back battery charging issues for long shoots.. Also the 8:7 aspect ratio which helps you to crop for vlogs & insta reels. Most recommended product. Thank you GoPro!!
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,"I ordered the GoPro Hero 13 Black, which was listed at ₹37,990 Model CHDFB-131-AS in the box items - Light Mod, Magnetic Latch Mount, Media Mod, HERO13 Black Camera, Volta (Battery Grip / Tripod / Remote). However, I received a lower-end model CHDHX-131-RW priced at ₹29,780 in the box HERO13 Black Camera, Enduro Battery, Curved Adhesive Holder, Mounting Buckle + Fixing Screw, USB-C Cable.

While the camera itself might be okay, this is a significant error.
I'm disappointed that I didn't receive the product I paid for.
",Amazon
GoPro Hero13 Special Bundle Sports and Action Camera,Everything is perfect but only the battery drills very quickly. It's not expected.,Flipkart
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","Outstanding product at reasonable price.
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","Godrej refrigerator 272 ltrs with 3 star is highly recommended.looks great, works great, deserve 5 stars
But the delivery is worse Delhivery have sent only 1 person to deliver this refrigerator, is not possible to carry this ..so Delhivery company should be aware this..This is the reason I gave 4 star
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","I bought this fridge in October and the time I bought I am facing lots of issue in this refrigerator. Fridge compartment is not cooling at all already twice technician visited and tried to fixed it. Even they changed the panel inside freezer but again its same issue . And the worst part is Godrej’s people are not at all worried about my issue. I have raised the issue 2 days back but no call back from the brand. I am really disappointed and didn’t expected this from this brand. Till now I was very fond of the brand but after this purchase and no response from the brand I am completely disappointed and will suggest others to not buy this brand product.
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","Good product value for money
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator"," 
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","The Godrej 270L refrigerator is a popular choice for Indian households, offering a good balance of features, capacity, and energy efficiency. It is generally a reliable and affordable option for most households.
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","Very good refrigerator, the Quality of this product is amazing ,best refrigerator at this range..
Light wait, very big storage capacity good for 4-5 peoples home and the best thing is its convertible functionality 👍🏻
",Amazon
"Godrej 272 L 3 Star Convertible Technology, 30 days Farms Freshness Inverter Frost Free Double Door Refrigerator","Product is very good but left side area is little bit dented
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"It is super hydrating. My hair feels so soft and moisturized after using it. I've been using it for six months already and I've seen a huge difference. Well, packaging would have been better. Overall, a must buy product.
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"Shampoo is good but this bottel came with leakage . Cap was broken. Thankfully i had empty bottel so i can use that shampoo. Packaging was bad but shampoo is good
Frizzy free, hydrate your hairs. And if ull use conditioner. Then u can see whole results.
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"Normal shapmoo, nothing special as described
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"Satisfied
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Makes hair rough,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Very good product 👌,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Nice product 👌,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Nice quality 👍,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"I have been using this shampoo for more than 2 years now and this is my best pic. If you have oily scalp like me and rough hair tips. Definately give this shampoo a try and also it's conditioner ❤️
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Loved it,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,The best Hyaluron shampoo there is. Hair feel light and silky. It doesn't boost hair growth but maintains good health of the hair you already have.,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,I have used first time my hair is very frizzi and dry due to that i can't do to which I can't do any hairstyle... But using loreal hyaluronic... My gets soft miracle 😇😇earlier I have used so many shampoo dove tresme sunsilk for timing hair remain soft ... But loreal new launch gives very good result... Thanks to loreal and flipkart sending me such a good product😌😍😍😇😇,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,This is a good shampoo but all matters is the type of water supply at home. It works best if there is municipal water supply i.e. from rivers. If using hard water then NO shampoo works.... You'll have freezy and dry hair with hair fall.,Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"My hair moisturizing after use this shampoo and conditioner....
I love it....
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"Good product
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"effective for frizzy and dry hair
scent is mild and good
value for money
hair remaine smoothw and hydrated
cannot say about
hairloss it all depend on person.to.person.... for me it worked very well
no.bottle.leakage
",Amazon
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,"Its like any other shampoo of Loreal, just a little smoother hair.",Flipkart
L'Oreal Paris Hyaluron Moisture 72HR Moisture Filling Shampoo,Good product ❤️,Flipkart
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"LG my home brand always
",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"LG is a very trustworthy brand and the fridge is working perfectly it’s been 5 months. Very satisfied with the product.
",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"Exchange facility
Amazon exchange facility is much better than Flipkart. For the same old fridge (which was 17 yrs old but in good working condition), Flipkart refused to accept saying there are a few (minor) rust marks at bottom of door whereas Amazon accepted without any fuss.

Price
After researching on various 335ltr models, decided on this one due to features and price. Bought on 24-Oct-20 for a effective price of INR 27,500 after exchange, discounts and card cashback.

Delivery & Installation
The new fridge was delivered in good condition without any scratch or damage. Since I was without a fridge when the new one was delivered at 12pm (old taken away in exchange), the LG technician accepted my request to come the same day (at 4pm) and install the new one. I am thankful for this excellent gesture on his part.

Pros
The fridge area is spacious and feels bigger than the earlier LG 390 ltrs model which I was using. This is becos of the more shelves in this model. The pull out tray and the convertible box (above the veg bin) are very useful. The cooling at mid settings is good. The external look in very elegant. The build quality is very good and the fridge has sturdy look overall.

Cons
The vegetable / fruit storage bin at the bottom seems constricted in size and does not move freely. The inside area of freezer compartment also seems smaller as compared to the view from outside. The ice trays / storage occupy much space. No light in the freezer - not sure why LG does not install (even my 17 yr old did not have) inspite of its usefulness and every review mentioning this as a drawback. The user manual is very basic and does not explain the high / low feature in the convertible box / veg bin.

Overall
Though the cons look more, they are not so significant as compared to the good features. I am satisfied with this model and will recommend it.

Read more",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"happy with the product
",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"Like
Size of fridge is good
Look is awsome
Dislike
Freezer does not have led lamp
Slow freezing
",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"Disappointed
",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"I got damaged product and I placed for return, I’m not blaming LG company, from the LG, everything is fine, I’m talking about the delhivery company, it took nearly half a month to pickup a product, the wooooooorst agent and the wooooorst company, to delivery a refrigerator, only one person is it enough? But Amazon apps says two people will come to deliver. Before signing any contract, Amazon have to do background check up, Now a days every company doing background check up, for a small small postions. I think this company don’t even have an application where the agent can send a pic of the Customer building, so that it confirms he or she visited the customer location, they gave another option like contact was made but unable to reach customer, wooooow amazing, if he made a contact to the customer, this company app should witness the customer number, in this way should confirm, because of I’m staying in 2nd floor, they don’t want to deliver on the floor, then why Amazon accepting the order, if they are charging for the 2nd, 1st floor separately, we are ok to pay but this a wooooorst company where only one person delivering the refrigerator. What if the senior citizens staying on 2nd floor.
After reading this review people will think that , it’s not a company mistake, it’s mistake of agents.
Woooooooow
Keeping this I have asked few questions with agents he said, company only saying that not to deliver the product on the 2nd floor separately, deliver on ground floor, it doesn’t matter where they are staying.
From this I understood, company thinking about money not about growing in the future.
So, Amazon has open their eyes, think once again to do business with this wooooorst company.

Thank you.

Read more",Amazon
LG 322 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator,"Best quality and have got in minimum selling price.performance of LG products is always good .
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"I suggest buying..product is good
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"The shade is apt and it is pretty long lasting and
it blends perfectly
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"Nice product
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"long lasting and good quality product!
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"Good one go for it
",Amazon
Lakmé 9 to 5 Kajal Twin Pack," 
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"Beauty lies in the eyes of the beholder. It's seen in the eyes & defines attitude. Kajal in women's eyes simply magnifies it all. Some prefer it and some do not.

I got it for one of the female members of the family. Was initially skeptical about the genuinity reading other's comments but it turned out well. Relevant details below.

••••••••••••••••••••
🎁 INSIDE BOX
••••••••••••••••••••

→ Lakme Kajal Pencil- 2 nos
→ 0.35g each

••••••••••••
➕ PROS
••••••••••••

1. Long-lasting kajal pencil with long kajal lead.
2. Smudge-free application. Unlike local kajal, it does not smudge much after application.
3. Rotate to extend kajal lead prevents wastage as is the case with wooden kajal pencil where you need to sharpen it. Lots of kajal is wasted with the sharpener.
4. One pencil may last for months based on moderate usage.
5. Dual pencil pack with extra savings.
6. Kajal is waterproof & safe for eyes.

•••••••••••••
➖ CONS
••••••••••••••

I did not find any cons as such in this Lakme kajal.
So a 5-star ★★★★★ product.

•••••••••••••••••••••••••••••••••••••••••••••••••••••
✔ GENUINITY & DAMAGED PENCIL ISSUE
•••••••••••••••••••••••••••••••••••••••••••••••••••••

Again, as i always say. Be proactive and research well before ordering from any seller to avoid the issues. Check seller ratings, Amazon fulfilled tag, etc. Not every seller here is there to dupe you. They too source material from retailers and wholesalers.

And if you are unfortunate, contact Amazon with your issue. Its mentioned on the website ""This item isn't eligible for return. However, if you've received a damaged, defective, or different item, you may contact us for the next steps.""
But since this product is directly non-returnable due to its nature, be proactive and avoid troubles in the first place.

One thing that may help everyone is to make a video while opening any item received. This will act as proof (in case there's an issue) that it was sent to you that way while making a request to the care person. A minute video can save you troubles later on.

▶ In my case pencil was intact with no damage to kajal lead or outer casing. Also, it's the same as the one sourced from the local shop. I have attached genuine hologram pics to compare. The fake ones have a different hologram.

•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••
📊 CHARACTERISTICS OF GENUINE LAKME HOLOGRAM: (visible in pics)
•••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••

1. Small lettered LAKME written all over horizontally.
2. Central region had the 3D effect of a hemisphere with LAKME written on top and bigger font EYE CO NIC written in 3 separate lines.
3. A big L visible in the central region surrounding hemisphere.
4. Pacman type figure covering two sides of L in point 3.
5. The hologram is under lamination and so is not removable.

If you don't find the above characteristics, don't even open it from the back and contact Amazon.

▶ A genuine hologram is authentic because its exact design is not at all easily reproducible. One needs the costly master die to reproduce the hologram while hologram manufacturers do not manufacture any brand-specific die or hologram without sufficient documentation authenticating the ownership of the brand name.

••••••••••••••••
🏆 VERDICT
••••••••••••••••

Its no doubt a wonderful product which eases the application of Kajal for Kajal lovers. Moreover, it's smudge-free and waterproof too. So it's highly recommended. I hope that you receive a genuine product. Be sure to check the genunity based on the above criteria and report to Amazon if it's not.

Read more",Amazon
Lakmé 9 to 5 Kajal Twin Pack,"Value for money
",Amazon
Lakmé 9 to 5 Kajal Twin Pack,Awesome product I loved it ❤😘,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,as usual superbbb,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,Absolutely good product. Stays longer and smudge proof.,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,it gives a bold look for ur eyes and very good product tq flipkart,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,Got it at RS 200...I'm very hpy,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,Just wow 😍❤️,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,its awesome kajal.u can bye it no money waste full paisa wasool really its vry vry nice,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,My eyes is more than beautiful because of this lakme eyeconic Kajal I just love this product,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,Love it🤗🤗🤗,Flipkart
Lakmé 9 to 5 Kajal Twin Pack,Kajal Lover 😍❤,Flipkart
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Fantastic shoes
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"The shoes was good 💯 u can jump higher
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Impressive packaging and very good of Jordan shoes
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Really got it for cheap in sale and when I went to the outlet saw the same shoe for 11k so if u are interested in it just go for it; A worthy deal 👍🏼.so, after the use of some weeks I just figured out that it’s leather front got some creases 😭 and it’s really disappointing but still it’s good .
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,5Real Jordan,Flipkart
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Good Quality & Fittings, box pack, new. the shoues is realy good.
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Not comfortable
",Amazon
NIKE Mens Jordan Stay Loyal 3 Running Shoes,"Not original
",Amazon
Noise Pro 6 Max Smart Watch,"This watch seems to be the best smartwatch i had ever used. It has various fabulous features which I extremely love like amoled display, various sports mode and the best part is it is integrated with AI for display and sports suggestion. It runs for atleast a week after 1 charge, So battery life is also excellent. Its processor is also good and it doesn’t lag. Weightwise also it is comfortable. Look wise also it is excellent.
",Amazon
Noise Pro 6 Max Smart Watch,"Best smart watch i have used in this price range this smartwatch is truly unique and stands out with its incredibly smooth performance, display quality is very impressive all AI features are work wonderfully and add a layer of smart functionality that enhances the user experience and all health parameter work accurately personally recommend this smartwatch really awesome value for money deal highly recommended.
",Amazon
Noise Pro 6 Max Smart Watch,"I’ve been using the Pro 6 Max Smart Watch – Signature Brown, and it’s an absolute game-changer! The AMOLED display is crisp and vibrant, and the premium leather strap gives it a classy look. I love how it tracks my heart rate, SpO2, sleep, and workouts accurately, and the built-in GPS makes my runs more efficient. The AI voice assistant and smart notifications keep me connected effortlessly. Plus, with IP68 water resistance and long battery life, I don’t have to worry about daily wear. It’s the perfect blend of style and performance!
",Amazon
Noise Pro 6 Max Smart Watch,"One of the most useless watch I ever used. This watch doesn’t remember its old step counts. One day I waked 8000 steps and it was showing the same. After few days that become 2100 steps.
After every fees days steps goes down. What’s the meaning of using such stupid watch.
Frustrating and purely waste of money.
",Amazon
Noise Pro 6 Max Smart Watch,"This watch has everything I wanted. Easy functionality with numerous features. Built quality is sturdy. Not very heavy, can be worn whole day. The face of the watch is also of good size. Touch screen is very easy to use. It has all fitness tracking and health features. If you are looking for a feature rich and a reliable watch then this is definitely worth considering. I am very happy with my purchase
",Amazon
Noise Pro 6 Max Smart Watch,"I’ve been using the Noise Pro 6 Max Smart Watch for a few weeks now, and it’s been a fantastic experience! The 1.96” AMOLED display is crisp and vibrant, making everything easy to read, even in bright sunlight. The stainless steel build gives it a premium look and feel—definitely a step up from plastic models.

The AI companion is surprisingly responsive, and I love the endless AI watch faces that let me customize the look to match my mood. The built-in GPS is accurate, which makes it perfect for outdoor workouts, and the 5 ATM water resistance gives me peace of mind during workouts and rainy days.

The EN2 Processor ensures smooth performance, with no lag when switching between apps. Plus, it works seamlessly with both iOS and Android devices, which is a huge plus.

Overall, this smartwatch offers great value for money with its advanced features and sleek design. Highly recommended! ⌚💯

Read more",Amazon
Noise Pro 6 Max Smart Watch,"This smartwatch is truly unique and stands out with its incredibly smooth performance. The large AMOLED display, boasting a 60Hz refresh rate, delivers a premium look and feel, resembling high-end watches. In this segment, I believe there is no competition that can beat this device. The AI features are impressive and add a layer of smart functionality that enhances the user experience. I personally recommend this smartwatch to everyone looking for a top-tier option in this category.
",Amazon
Noise Pro 6 Max Smart Watch,"I got impressed by its look & feel, like high end watches. Gifted this to my Son.
It's features like AMOLED Display, Battery Life, health and activity tracking all are 10 on 10, AI support is it's USP feature.
Overall , much happy with this buying
",Amazon
"Nothing Phone (3A) 5G (Black, 8GB RAM, 256GB Storage)","Great Product
",Amazon
"Nothing Phone (3A) 5G (Black, 8GB RAM, 256GB Storage)","Nice product good battery 👍👌👍👌 nice camera HD quality is price mein aur kya loge . . . . .
",Amazon
"Nothing Phone (3A) 5G (Black, 8GB RAM, 256GB Storage)","Not user friendly and not have simple privacy option
Worst brand doesn't have its own music player.
Over all worst brand
",Amazon
OnePlus 13,"Oneplus has outdone themselves with this phone!

The phone is best in all categories.
I'm loving it's stunning display, it's superb Camera which compares and performs better than the iphone 15 pro Max (have compared and the iphone user agrees!), the super powerful battery and the INSANE battery life! (check the attached image). It also gets charged super duper fast! Takes about 30-35 minutes to go from 10-100% and then I hardly ever seen the need to charge it in the next 1-1.5 days. At best cases, it even lasts whole 2 days+

It also has a really premium feeling. I got the beautiful white one, 16+512gb variant.

The Oxygen OS 15 is really fluid and butter smooth. Feels very refined. Speakers are great for audio output in rooms (hall, bedroom etc)

Honestly, coming from OP6 (which itself was a legandary) after ~6.5+ years, THIS IS THE UPGRADE I could ever ask for!

Oh and the AI photo editor works like charm. So does the circle to search. Haven't had chance to test other features yet but I feel like the device will really live upto the feeling so far.

Amazing work Oneplus!

Read more",Amazon
OnePlus 13,"Title: Flagship Killer! ★★★★★

The OnePlus 13 is a powerhouse!

✔ Design & Build: Premium feel with a sleek aluminum frame and vegan leather back. IP68/IP69 rated for durability.
✔ Display: Stunning 6.82” QHD+ OLED with a 1-120Hz refresh rate—smooth and vibrant.
✔ Performance: Snapdragon 8 Elite + advanced cooling = zero lags, even with heavy multitasking.
✔ Battery: 6,000mAh lasts 1.5-2 days. 100W fast charging fills up in ~35 minutes!
✔ Camera: 50MP triple-camera with Hasselblad tuning—crisp, natural photos.
✔ Software: OxygenOS 15 is smooth, with 4 years of updates.

Cons: Slightly pricier than previous models; some pre-installed apps can’t be removed.

Verdict: A premium flagship with top-tier performance, battery, and cameras. Worth every penny!
",Amazon
OnePlus 13,"OnePlus don't want me to get settled with other smartphone 😂🍎📱in past i have used the iphone 15 plus for just 3 months.. Then again
Back to The OnePlus ,10 Years of love - OP1,OP6T,OP9PRO & NOW ONEPLUS 13

Key Points:-

A) Pro's

1) Battery Backup ( see screenshot )
2) Very Smooth UI ( look and feel of ios - 60-70%)
3) 8 Elite is just awesome ( Superfast )
4) There is no heating observed, atleast by me
5) Charging Speed. ( 38-40 min for full charge )
6) Haptic Feedbacks ( Just Awesome )
7) Good AI features ( AI eraser,AI unblur )
8) Lifetime green line warrenty.

B) Cons

1) Camera - Not upto the Mark
2) Laggy Zoom ( camera ) while switching lences ( not even close to the iphone, iPhone is the best for smooth camera zoom/lence switching )
3) Sound Quality - just feeling like I'm using 15-20k device, in past OnePlus given dolby atmos for their devices until OnePlus 12 ,but now they are giving OReality audio ( which is too bad )
compared with iPhone15, our OnePlus is far away from the compitition.
4) Notification delay for instagram.( can be fixed )
5) Build quality not feels Premium.
6) Price Tag - it should be available for 50k to 60k

Read more",Amazon
OnePlus 13,"The OnePlus 13 has received widespread acclaim for its impressive features and performance, making it a standout choice in the premium smartphone market. Here’s a comprehensive review highlighting its key aspects:

## Design and Build Quality
The OnePlus 13 boasts a **sleek and durable design** that is both aesthetically pleasing and functional. The phone is noted for its **refined look** and robust construction, making it one of the most durable devices tested, despite not being built to military standards. Users have praised its **premium feel**, with a curved display that enhances grip and usability.

## Display
Equipped with what DisplayMate ranks as the **best display ever**, the OnePlus 13 features vibrant colors and excellent clarity. It offers a **wide color gamut** and performs exceptionally well in bright sunlight, ensuring visibility in various conditions. The under-display fingerprint sensor is highly responsive, further enhancing user experience.

## Performance
Powered by the **Qualcomm Snapdragon 8 Elite processor**, the OnePlus 13 delivers **blazing-fast performance**, outperforming many competitors in benchmark tests. It handles multitasking and demanding applications with ease, making it suitable for both casual users and gamers. The device also supports a **120Hz refresh rate**, ensuring smooth animations and interactions.

## Battery Life
With a substantial **6000mAh battery**, the OnePlus 13 excels in battery longevity, easily lasting through a full day of heavy use. It also features **80W fast charging**, allowing users to recharge quickly, which is particularly beneficial for those on the go.

## Camera Quality
The camera system on the OnePlus 13 is competitive, offering features that can rival top-tier smartphones like the iPhone 16 Pro and Galaxy S24 Ultra. While it performs admirably in various lighting conditions, some users noted that it may not consistently outperform these competitors in all scenarios.

## Software Experience
Running on Oxygen OS 15, the OnePlus 13 provides a visually appealing interface with intuitive navigation. Users have appreciated its balance of features without overwhelming them with unnecessary complexity. However, some may find the AI capabilities less robust compared to rivals like Google Pixel devices.

## Conclusion
Overall, the OnePlus 13 is a **fantastic device** for anyone seeking a premium smartphone experience in 2025. It combines an attractive design, top-tier performance, excellent battery life, and a high-quality display into one package. While it may not be as widely recognized as brands like Apple or Samsung, it certainly deserves attention from anyone in the market for a new phone.

Read more",Amazon
OnePlus 13 ,Performance is best,Flipkart
OnePlus 13 ,This phone is the beast phone. I just love it,Flipkart
Premium Aquatic Eau De Cologne,Same old superb quality and fragrance. Too good.,Flipkart
Premium Aquatic Eau De Cologne,Nice,Flipkart
Premium Aquatic Eau De Cologne,"Product is original and packing is very good but, the MRP of the product printed over the bottle is 105 RS. when I called the customer care they told it was a printing mistake by the product company. Did not accept that they have updated the price wrongly in their portal... Product is not returnable...very funny... attached the pic for reference",Flipkart
Premium Aquatic Eau De Cologne,Good,Flipkart
Premium Aquatic Eau De Cologne,"The product is great as it used to be. However there is no spray as the content of the product suggests in Amazon.
",Amazon
Premium Aquatic Eau De Cologne,"Best product till now! Scent is very refreshing you can use it even in bathing water!
Got it during sale so got this product for half the actual price! So worth buying every penny!
",Amazon
Premium Aquatic Eau De Cologne,"Good for general use. The smell is very mild (that is what makes it awesome) and it would not last for hrs together....but having said that, it is an all time classic for the feel of freshness. NOTE IT IS NOT A SPRAY....IT IS A POUR....the product description is incorrect.
",Amazon
Premium Aquatic Eau De Cologne,"Best product at this Rate
",Amazon
Premium Aquatic Eau De Cologne,"The price of the product is printed to be ₹105, and flipkart is taking ₹115..thanks very much for this, and hope this review gets published so that other people can also get alarmed.",Flipkart
Premium Aquatic Eau De Cologne,complete waste of money horrible product.no smell only water what is this?????disspointment,Flipkart
Premium Aquatic Eau De Cologne,"very good value for money
",Amazon
Premium Aquatic Eau De Cologne,Nicely,Flipkart
Premium Aquatic Eau De Cologne,Bad product. Not refundable,Flipkart
Premium Aquatic Eau De Cologne,"It seems to be a perfume for clothes and other purposes. For the price, it can be used for the said purposes.
",Amazon
Premium Aquatic Eau De Cologne,"Perfect for Children
",Amazon
Premium Aquatic Eau De Cologne,It's good,Flipkart
Premium Aquatic Eau De Cologne,"I have ordered after reading positive reviews but gote disappointed after first use.
",Amazon
Premium Aquatic Eau De Cologne,Awesome,Flipkart
